t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
300.0000,0.0000,0.0000,0.0000,0.0000,0.4308
300.1000,0.0000,0.0000,0.0000,0.0000,0.4308
300.2000,0.0000,0.0000,0.0000,0.0000,0.4308
300.3000,0.0000,0.0000,0.0000,0.0000,0.4308
300.4000,0.0000,0.0000,0.0000,0.0000,0.4308
300.5000,0.0000,0.0000,0.0000,0.0000,0.4308
300.6000,0.0000,0.0000,0.0000,0.0000,0.4308
300.7000,0.0000,0.0000,0.0000,0.0000,0.4308
300.8000,0.0000,0.0000,0.0000,0.0000,0.4308
300.9000,0.0000,0.0000,0.0000,0.0000,0.4308
301.0000,0.0000,0.0000,0.0000,0.0000,0.4308
301.1000,0.0000,0.0000,0.0000,0.0000,0.4308
301.2000,0.0000,0.0000,0.0000,0.0000,0.4308
301.3000,0.0000,0.0000,0.0000,0.0000,0.4308
301.4000,0.0000,0.0000,0.0000,0.0000,0.4307
301.5000,0.0000,0.0000,0.0000,0.0000,0.4307
301.6000,0.0000,0.0000,0.0000,0.0000,0.4307
301.7000,0.0000,0.0000,0.0000,0.0000,0.4307
301.8000,0.0000,0.0000,0.0000,0.0000,0.4307
301.9000,0.0000,0.0000,0.0000,0.0000,0.4307
302.0000,0.0000,0.0000,0.0000,0.0000,0.4307
302.1000,0.0000,0.0000,0.0000,0.0000,0.4307
302.2000,0.0000,0.0000,0.0000,0.0000,0.4307
302.3000,0.0000,0.0000,0.0000,0.0000,0.4307
302.4000,0.0000,0.0000,0.0000,0.0000,0.4307
302.5000,0.0000,0.0000,0.0000,0.0000,0.4307
302.6000,0.0000,0.0000,0.0000,0.0000,0.4307
302.7000,0.0000,0.0000,0.0000,0.0000,0.4307
302.8000,0.0000,0.0000,0.0000,0.0000,0.4307
302.9000,0.0000,0.0000,0.0000,0.0000,0.4307
303.0000,0.0000,0.0000,0.0000,0.0000,0.4307
303.1000,0.0000,0.0000,0.0000,0.0000,0.4307
303.2000,0.0000,0.0000,0.0000,0.0000,0.4307
303.3000,0.0000,0.0000,0.0000,0.0000,0.4307
303.4000,0.0000,0.0000,0.0000,0.0000,0.4306
303.5000,0.0000,0.0000,0.0000,0.0000,0.4306
303.6000,0.0000,0.0000,0.0000,0.0000,0.4306
303.7000,0.0000,0.0000,0.0000,0.0000,0.4306
303.8000,0.0000,0.0000,0.0000,0.0000,0.4306
303.9000,0.0000,0.0000,0.0000,0.0000,0.4306
304.0000,0.0000,0.0000,0.0000,0.0000,0.4306
304.1000,0.0000,0.0000,0.0000,0.0000,0.4306
304.2000,0.0000,0.0000,0.0000,0.0000,0.4306
304.3000,0.0000,0.0000,0.0000,0.0000,0.4306
304.4000,0.0000,0.0000,0.0000,0.0000,0.4306
304.5000,0.0000,0.0000,0.0000,0.0000,0.4306
304.6000,0.0000,0.0000,0.0000,0.0000,0.4306
304.7000,0.0000,0.0000,0.0000,0.0000,0.4306
304.8000,0.0000,0.0000,0.0000,0.0000,0.4306
304.9000,0.0000,0.0000,0.0000,0.0000,0.4306
305.0000,0.0000,0.0000,0.0000,0.0000,0.4306
305.1000,0.0000,0.0000,0.0000,0.0000,0.4306
305.2000,0.0000,0.0000,0.0000,0.0000,0.4306
305.3000,0.0000,0.0000,0.0000,0.0000,0.4305
305.4000,0.0000,0.0000,0.0000,0.0000,0.4305
305.5000,0.0000,0.0000,0.0000,0.0000,0.4305
305.6000,0.0000,0.0000,0.0000,0.0000,0.4305
305.7000,0.0000,0.0000,0.0000,0.0000,0.4305
305.8000,0.0000,0.0000,0.0000,0.0000,0.4305
305.9000,0.0000,0.0000,0.0000,0.0000,0.4305
306.0000,0.0000,0.0000,0.0000,0.0000,0.4305
306.1000,0.0000,0.0000,0.0000,0.0000,0.4305
306.2000,0.0000,0.0000,0.0000,0.0000,0.4305
306.3000,0.0000,0.0000,0.0000,0.0000,0.4305
306.4000,0.0000,0.0000,0.0000,0.0000,0.4305
306.5000,0.0000,0.0000,0.0000,0.0000,0.4305
306.6000,0.0000,0.0000,0.0000,0.0000,0.4305
306.7000,0.0000,0.0000,0.0000,0.0000,0.4305
306.8000,0.0000,0.0000,0.0000,0.0000,0.4305
306.9000,0.0000,0.0000,0.0000,0.0000,0.4305
307.0000,0.0000,0.0000,0.0000,0.0000,0.4305
307.1000,0.0000,0.0000,0.0000,0.0000,0.4305
307.2000,0.0000,0.0000,0.0000,0.0000,0.4304
307.3000,0.0000,0.0000,0.0000,0.0000,0.4304
307.4000,0.0000,0.0000,0.0000,0.0000,0.4304
307.5000,0.0000,0.0000,0.0000,0.0000,0.4304
307.6000,0.0000,0.0000,0.0000,0.0000,0.4304
307.7000,0.0000,0.0000,0.0000,0.0000,0.4304
307.8000,0.0000,0.0000,0.0000,0.0000,0.4304
307.9000,0.0000,0.0000,0.0000,0.0000,0.4304
308.0000,0.0000,0.0000,0.0000,0.0000,0.4304
308.1000,0.0000,0.0000,0.0000,0.0000,0.4304
308.2000,0.0000,0.0000,0.0000,0.0000,0.4304
308.3000,0.0000,0.0000,0.0000,0.0000,0.4304
308.4000,0.0000,0.0000,0.0000,0.0000,0.4304
308.5000,0.0000,0.0000,0.0000,0.0000,0.4304
308.6000,0.0000,0.0000,0.0000,0.0000,0.4304
308.7000,0.0000,0.0000,0.0000,0.0000,0.4304
308.8000,0.0000,0.0000,0.0000,0.0000,0.4304
308.9000,0.0000,0.0000,0.0000,0.0000,0.4304
309.0000,0.0000,0.0000,0.0000,0.0000,0.4304
309.1000,0.0000,0.0000,0.0000,0.0000,0.4304
309.2000,0.0000,0.0000,0.0000,0.0000,0.4303
309.3000,0.0000,0.0000,0.0000,0.0000,0.4303
309.4000,0.0000,0.0000,0.0000,0.0000,0.4303
309.5000,0.0000,0.0000,0.0000,0.0000,0.4303
309.6000,0.0000,0.0000,0.0000,0.0000,0.4303
309.7000,0.0000,0.0000,0.0000,0.0000,0.4303
309.8000,0.0000,0.0000,0.0000,0.0000,0.4303
309.9000,0.0000,0.0000,0.0000,0.0000,0.4303
310.0000,0.0000,0.0000,0.0000,0.0000,0.4303
310.1000,0.0000,0.0000,0.0000,0.0000,0.4303
310.2000,0.0000,0.0000,0.0000,0.0000,0.4303
